57,履歴書Do,https://www.rirekisyodo.com/,1,0.554854451841307,1378,34,['33', '49', '10', '39', '0', '7', '9', '26', '43', '15', '17', '22', '19', '29', '8', '46', '16', '14', '40', '36', '48', '38', '4', '45', '23', '44', '34', '2', '11', '25', '27', '32', '24', '20']
41,外資就活ドットコム,https://gaishishukatsu.com/,1,0.7678010697706781,128,23,['18', '33', '10', '39', '26', '31', '17', '22', '19', '21', '16', '36', '48', '6', '38', '4', '45', '44', '2', '25', '28', '34', '20']
7,賢者の就活,https://kenjasyukatsu.com/,1,0.9140063821792029,89,18,['18', '33', '40', '2', '22', '19', '6', '38', '0', '25', '4', '45', '26', '23', '43', '34', '44', '17']
73,AERA dot. (アエラドット) ,https://dot.asahi.com/,0,0.5694299051704403,30,11,['33', '2', '19', '48', '38', '10', '21', '31', '44', '41', '20']
64,九州での就活ならユニクリナビ,https://unicre-navi.com/,1,0.8271515638476175,7,5,['18', '40', '33', '25', '34']
5,ジェイックの就職支援,https://www.jaic-college.jp/,1,0.5871586100625217,7,5,['40', '25', '28', '26', '16']
18,朝日新聞ひろば～朝日新聞の読み方をナビゲート,https://info.asahi.com/,0,0.5878699611296198,13,4,['19', '41', '2', '22']
61,co-media,https://www.co-media.jp/,1,1.0,9,4,['40', '34', '2', '22']
23,キャリアワールド,https://career-world.net/,1,0.8354777250466667,4,4,['19', '20', '2', '22']
46,就活・転職・キャリア・元人事採用担当者がアドバイス,http://career-adviser.com/,1,0.8289899120487859,3,2,['25', '40']
16,TRUNK ROOM,https://room.trunk.fm/,0,0.6490690285266284,2,2,['4', '26']
42,就活ゼミ,http://shukatsu-seminar.com/,1,0.5783709210635738,2,2,['38', '2']
